,arc,naa,nbv,nlth,nvi
16136,"O trabalhador trabalha para si mesmo, porque a sua boca o instiga.","A fome do trabalhador o faz trabalhar, porque a sua boca o incita a isso.","O apetite faz o homem trabalhar com vontade, pois ele trabalha para matar a fome.","O apetite faz o homem trabalhar com vontade, pois ele trabalha para matar a fome.",O apetite do trabalhador o obriga a trabalhar; a sua fome o impulsiona.
4268,"E Israel deteve-se em Sitim, e o povo começou a prostituir-se com as filhas dos moabitas.","Quando Israel estava em Sitim, o povo começou a prostituir-se com as filhas dos moabitas.","Enquanto Israel estava em Sitim, os homens começaram a se entregar à imoralidade sexual com as mulheres de Moabe.","Quando os israelitas estavam acampados no vale das Acácias, os homens começaram a ter relações com as mulheres moabitas.","Enquanto Israel estava em Sitim, o povo começou a entregar-se à imoralidade sexual com mulheres moabitas,"
4897,"Falou-me mais o SENHOR, dizendo: Atentei para este povo, e eis que ele é povo obstinado.","— E o SENHOR continuou, dizendo: “Tenho observado este povo, e eis que ele é povo teimoso.",“E o SENHOR ainda me disse: ‘Observei este povo e vi que é um povo rebelde e teimoso!,Eu sei — Deus continuou — que este povo é teimoso.,“E o SENHOR me disse: ‘Vejo que este povo é realmente um povo obstinado!
23076,"No mesmo dia, chegaram junto dele os saduceus, que dizem não haver ressurreição, e o interrogaram,","Naquele dia, alguns saduceus, que dizem não haver ressurreição, aproximaram-se de Jesus e lhe perguntaram:","Mas naquele mesmo dia alguns dos saduceus, que dizem que não há ressurreição, vieram a ele e perguntaram:","Naquele mesmo dia chegaram perto de Jesus alguns saduceus, afirmando que ninguém ressuscita.","Naquele mesmo dia, os saduceus, que dizem que não há ressurreição, aproximaram-se dele com a seguinte questão:"
21615,"procurai o que faz o Sete-estrelo e o Órion, e torna a sombra da noite em manhã, e escurece o dia como a noite; o que chama as águas do mar e as derrama sobre a terra; SENHOR é o seu nome.",busquem aquele que fez o Sete-estrelo e o Órion; aquele que torna as densas trevas em manhã e muda o dia em noite; aquele que chama as águas do mar e as derrama sobre a terra; SENHOR é o seu nome.,"Procurem aquele que criou as Plêiades e a constelação do Órion, que transforma a escuridão em dia claro, o dia em noite, que chama a água do mar e a derrama como chuva sobre a face da terra. O SENHOR é o seu nome.","O SENHOR Deus criou as estrelas, as Sete-Cabrinhas e as Três-Marias. Ele faz a noite virar dia e o dia virar noite. Ele chama as águas do mar e as derrama sobre a terra. O seu nome é SENHOR.","(aquele que fez as Plêiades e o Órion; que faz da escuridão, alvorada; e do dia, noite escura; que chama as águas do mar e as espalha sobre a face da terra; SENHOR é o seu nome."
15963,"A justiça do sincero endireitará o seu caminho, mas o ímpio, pela sua impiedade, cairá.","A justiça do íntegro endireita o seu caminho, mas o ímpio cai pela sua impiedade.","A honestidade do justo corrige os seus passos, mas o perverso é derrubado pela sua própria maldade.","A honestidade torna mais fácil a vida dos bons, porém os maus causarão a sua própria desgraça.","A retidão dos irrepreensíveis lhes abre um caminho reto, mas os ímpios são abatidos por sua própria impiedade."
14148,Prevalecem as iniquidades contra mim; mas tu perdoas as nossas transgressões.,"por causa de suas iniquidades. Se prevalecem as nossas transgressões, tu as perdoas.","Mesmo que os nossos pecados de injustiça e desobediência sejam muitos, o Senhor nos perdoa.","por causa dos seus pecados. As nossas faltas nos deixam derrotados, mas tu nos perdoas.","Quando os nossos pecados pesavam sobre nós, tu mesmo fizeste propiciação por nossas transgressões."
5381,"E todas estas maldições virão sobre ti, e te perseguirão, e te alcançarão, até que sejas destruído; porquanto não haverás dado ouvidos à voz do SENHOR, teu Deus, para guardar os seus mandamentos e os seus estatutos, que te tem ordenado.","— Todas estas maldições virão sobre vocês, os perseguirão e os alcançarão, até que vocês sejam destruídos, porque não ouviram a voz do SENHOR, seu Deus, para guardarem os mandamentos e os estatutos que ele lhes ordenou.","“Todas essas maldições virão sobre vocês. Elas perseguirão vocês e os alcançarão, até que sejam destruídos. Tudo porque vocês não obedeceram ao SENHOR, o seu Deus, nem guardaram os seus mandamentos e ordenanças que ele deu a vocês.","Moisés disse ao povo: — Todas essas maldições cairão sobre vocês e os perseguirão até os destruírem completamente. Pois vocês não deram atenção ao que o SENHOR, nosso Deus, disse e não obedeceram às leis e aos mandamentos que deu a vocês.","“Todas essas maldições cairão sobre vocês. Elas os perseguirão e os alcançarão até que sejam destruídos, porque não obedeceram ao SENHOR, o seu Deus, nem guardaram os mandamentos e decretos que ele deu a vocês."
25517,"Mas, no meio da festa, subiu Jesus ao templo e ensinava.","Quando a festa já estava na metade, Jesus foi ao templo e começou a ensinar.","Então, quando a festa já estava na metade, Jesus subiu ao templo e começou a ensinar abertamente.","Quando a festa já estava no meio, Jesus foi ao Templo e começou a ensinar.","Quando a festa estava na metade, Jesus subiu ao templo e começou a ensinar."
10494,E Davi deu a Ornã por aquele lugar o peso de seiscentos siclos de ouro.,Davi pagou a Ornã por aquele lugar sete quilos e duzentos gramas de ouro.,Assim Davi pagou a Araúna sete quilos e duzentos gramas de ouro pelo terreno.,E pagou a Araúna quase sete quilos de ouro pelo terreiro.,Então Davi pagou a Araúna sete quilos e duzentos gramas de ouro pelo terreno.
7711,E Davi lhe disse: De onde vens? E ele lhe disse: Escapei do exército de Israel.,Davi lhe perguntou: — De onde você vem? Ele respondeu: — Fugi do arraial de Israel.,"“De onde vem você?”, Davi perguntou. “Eu escapei do acampamento israelita”, o homem respondeu.",Davi lhe perguntou: — De onde você está vindo? — Eu fugi do acampamento israelita! — respondeu ele.,Davi então lhe perguntou: “De onde você vem?” Ele respondeu: “Fugi do acampamento israelita”.
544,E peregrinou Abraão na terra dos filisteus muitos dias.,E por muito tempo Abraão morou na terra dos filisteus.,Abraão morou na terra dos filisteus por muito tempo.,E Abraão ficou morando muito tempo na Filisteia.,E morou Abraão na terra dos filisteus por longo tempo.
21313,"E desposar-te-ei comigo para sempre; desposar-te-ei comigo em justiça, e em juízo, e em benignidade, e em misericórdias.","Farei de você a minha esposa para sempre. Farei de você a minha esposa em justiça, em juízo, em bondade e em misericórdia.","Eu me casarei com você para sempre, e você será minha legítima esposa para sempre; nós seremos unidos por laços de justiça, de retidão, de amor e misericórdia.","— Israel, eu casarei com você, e para sempre você será minha legítima esposa. Eu a tratarei com amor e carinho","Eu me casarei com você para sempre; eu me casarei com você com justiça e retidão, com amor e compaixão."
2991,"Porque eu sou o SENHOR, vosso Deus; portanto, vós vos santificareis e sereis santos, porque eu sou santo; e não contaminareis a vossa alma por nenhum réptil que se arrasta sobre a terra.","Eu sou o SENHOR, o Deus de vocês; portanto, consagrem-se e sejam santos, porque eu sou santo; e não se contaminem por nenhuma dessas criaturas que rastejam sobre o chão, entre todas as criaturas que se movem sobre a terra.","Eu sou o SENHOR, o Deus de vocês. Portanto, consagrem-se e sejam santos, porque eu sou santo. Não se tornem impuros com nenhum desses animais que rastejam na terra.","Eu sou o SENHOR. Dediquem-se a mim, o Deus de vocês, e sejam completamente fiéis a mim, pois eu sou santo. Não fiquem impuros por causa de qualquer animal que se arrasta pelo chão.","Pois eu sou o SENHOR, o Deus de vocês; consagrem-se e sejam santos, porque eu sou santo. Não se tornem impuros com qualquer animal que se move rente ao chão."
11759,"E olhei, e levantei-me, e disse aos nobres, e aos magistrados, e ao resto do povo: Não os temais; lembrai-vos do Senhor, grande e terrível, e pelejai pelos vossos irmãos, vossos filhos, vossas mulheres e vossas casas.","Depois de fazer uma inspeção, levantei-me e disse aos nobres, aos magistrados e ao resto do povo: — Não tenham medo deles. Lembrem-se do Senhor, grande e temível, e lutem pelos seus irmãos, seus filhos, suas filhas, pelas mulheres e pela casa de vocês.","Então, quando examinei a situação, reuni os chefes e o povo e disse: “Não tenham medo! Lembrem-se que o Senhor é grande e glorioso; lutem por seus irmãos, por seus filhos e filhas, por suas mulheres e por seus lares!”","Eu vi que o povo estava preocupado e por isso disse a eles, e às suas autoridades, e aos seus oficiais: — Não tenham medo dos nossos inimigos. Lembrem como Deus, o Senhor, é grande e terrível e lutem pelos seus patrícios, pelos seus filhos, suas esposas e seus lares.","Fiz uma rápida inspeção e imediatamente disse aos nobres, aos oficiais e ao restante do povo: Não tenham medo deles. Lembrem-se de que o Senhor é grande e temível e lutem por seus irmãos, por seus filhos e por suas filhas, por suas mulheres e por suas casas."
419,"E era Abraão da idade de noventa e nove anos, quando lhe foi circuncidada a carne do seu prepúcio.",Abraão tinha noventa e nove anos de idade quando foi circuncidado na carne do seu prepúcio.,"Abraão tinha 99 anos quando foi circuncidado,","Abraão tinha noventa e nove anos quando foi circuncidado,","Abraão tinha noventa e nove anos quando foi circuncidado,"
7326,"E disse Jessé a Davi, seu filho: Toma, peço-te, para teus irmãos um efa deste grão tostado e estes dez pães e corre a levá-los ao arraial, a teus irmãos.","Jessé disse a Davi, seu filho: — Peço que você leve para os seus irmãos uma medida deste trigo tostado e estes dez pães. Corra e leve isso para os seus irmãos, no acampamento.","Um dia Jessé disse a Davi: “Leve depressa a seus irmãos no acampamento esta porção de grãos torrados, e estes dez pães.",Um dia Jessé disse a Davi: — Pegue dez quilos de trigo torrado e estes dez pães e vá depressa levar para os seus irmãos no acampamento.,Nessa ocasião Jessé disse a seu filho Davi: “Pegue uma arroba de grãos tostados e dez pães e leve-os depressa a seus irmãos no acampamento.
6254,"E, havendo  despedido o povo, foram-se os filhos de Israel, cada um à sua herdade, para possuírem a terra.","Depois que  despediu o povo, os filhos de Israel se foram, cada um à sua herança, para possuírem a terra.","Depois que  havia dispensado os israelitas, as tribos foram tomar posse dos seus novos territórios.","mandou embora todo o povo de Israel, e cada homem foi tomar conta do seu pedaço de terra.","Depois que  despediu os israelitas, eles saíram para ocupar a terra, cada um a sua herança."
28502,"sabendo que cada um receberá do Senhor todo o bem que fizer, seja servo, seja livre.","sabendo que cada um, se fizer alguma coisa boa, receberá isso outra vez do Senhor, seja servo, seja livre.","Lembrem-se de que o Senhor lhes recompensará cada coisa boa que fizerem, quer vocês sejam escravos, quer sejam livres.","Lembrem que cada pessoa, seja escrava ou livre, será recompensada pelo Senhor de acordo com o que fizer.","porque vocês sabem que o Senhor recompensará cada um pelo bem que praticar, seja escravo, seja livre."
17984,"Não temas, porque não serás envergonhada; e não te envergonhes, porque não serás confundida; antes, te esquecerás da vergonha da tua mocidade e não te lembrarás mais do opróbrio da tua viuvez.","“Não tenha medo, porque você não será envergonhada; não tenha vergonha, porque você não sofrerá humilhação. Você se esquecerá da vergonha da sua mocidade e não mais se lembrará da desgraça da sua viuvez.",“Não tenha medo; você não será envergonhada. A vergonha que você passou quando era jovem as tristezas da sua viuvez serão completamente esquecidas. Você não será mais humilhada!,"Não tenha medo, pois você não ficará envergonhada; não se assuste, pois você não será humilhada. Você esquecerá como foi humilhada quando era jovem , não lembrará mais da desgraça da sua viuvez .",“Não tenha medo; você não sofrerá vergonha. Não tema o constrangimento; você não será humilhada. Você esquecerá a vergonha de sua juventude e não se lembrará mais da humilhação de sua viuvez.
6471,"E disse o espinheiro às árvores: Se, na verdade, me ungis rei sobre vós, vinde e confiai-vos debaixo da minha sombra; mas, se não, saia fogo do espinheiro que consuma os cedros do Líbano.","E o espinheiro respondeu às árvores: “Se é verdade que querem me ungir rei sobre vocês, venham e se refugiem debaixo de minha sombra. Mas, se não, que do espinheiro saia fogo que consuma os cedros do Líbano.”","“O espinheiro respondeu às árvores: ‘Se realmente querem ungir-me rei sobre vocês, venham procurar abrigo debaixo da minha sombra! Se não, saia fogo de mim e queime os grandes cedros do Líbano!’","E o espinheiro respondeu: “Se vocês querem mesmo me fazer o seu rei, venham e fiquem debaixo da minha sombra. Se vocês não fizerem isso, sairá fogo do espinheiro e queimará os cedros do Líbano.”","“O espinheiro disse às árvores: ‘Se querem realmente ungir-me rei sobre vocês, venham abrigar-se à minha sombra; do contrário, sairá fogo do espinheiro e consumirá até os cedros do Líbano!’"
25733,"Jesus, pois, movendo-se outra vez muito em si mesmo, foi ao sepulcro; e era uma caverna e tinha uma pedra posta sobre ela.","Jesus, agitando-se novamente em si mesmo, foi até o túmulo, que era uma gruta em cuja entrada tinham colocado uma pedra.","E outra vez Jesus ficou muito comovido. Nisso chegaram ao sepulcro. Era uma gruta, com uma pedra pesada fechando a entrada.","Jesus ficou outra vez muito comovido. Ele foi até o túmulo, que era uma gruta com uma pedra colocada na entrada,","Jesus, outra vez profundamente comovido, foi até o sepulcro. Era uma gruta com uma pedra colocada à entrada."
6429,E dali subiu a Penuel e falou-lhes da mesma maneira; e os homens de Penuel lhe responderam como os homens de Sucote lhe haviam respondido.,Dali Gideão foi a Penuel e fez o mesmo pedido aos homens daquele lugar. Mas esses de Penuel lhe responderam como os homens de Sucote lhe haviam respondido.,"Dali foram a Peniel, onde fizeram o mesmo pedido de comida. Mas receberam a mesma resposta negativa como em Sucote.",Gideão foi a Penuel e fez o mesmo pedido aos homens dali. Mas os homens de Penuel lhe deram a mesma resposta que os homens de Sucote tinham dado.,"Dali subiu a Peniel e fez o mesmo pedido aos homens de Peniel, mas eles responderam como os de Sucote."
14572,"Alegra a alma do teu servo, pois a ti, Senhor, levanto a minha alma.","Alegra a alma do teu servo, porque a ti, Senhor, elevo a minha alma.","Encha o coração do seu servo de alegria, e concentrarei meus pensamentos e orações no Senhor.","Ó Senhor, alegra o coração deste teu servo, pois os meus pensamentos sobem a ti!","Alegra o coração do teu servo, pois a ti, Senhor, elevo a minha alma."
13496,"Mas eu sou verme, e não homem, opróbrio dos homens e desprezado do povo.",Mas eu sou verme e não um ser humano; afrontado pelos homens e desprezado pelo povo.,Mas eu valho menos que um homem! Não passo de um verme; todos zombam de mim e sou desprezado pelo meu povo.,Eu não sou mais um ser humano; sou um verme. Todos zombam de mim e me desprezam.,"Mas eu sou verme, e não homem, motivo de zombaria e objeto de desprezo do povo."
8164,"E o rei deu ordem a Joabe, e a Abisai, e a Itai, dizendo: Brandamente tratai por amor de mim ao jovem, a Absalão. E todo o povo ouviu quando o rei deu ordem a todos os capitães acerca de Absalão.","E o rei deu ordem a Joabe, a Abisai e a Itai, dizendo: — Por amor a mim, tratem com brandura o jovem Absalão. Todo o povo ouviu quando o rei dava a ordem a todos os capitães a respeito de Absalão.","E o rei recomendou a Joabe, a Abisai e a Itai: “Por amor a mim, sejam bondosos com o jovem Absalão!” Todo o exército ouviu a recomendação do rei aos seus comandantes.","Ele deu a seguinte ordem a Joabe, Abisai e Itai: — Se vocês gostam de mim, tratem o jovem Absalão com delicadeza. E toda a tropa ouviu Davi dar essa ordem a todos os oficiais.","O rei ordenou a Joabe, a Abisai e a Itai: “Por amor a mim, tratem bem o jovem Absalão!” E todo o exército ouviu quando o rei deu essa ordem sobre Absalão a cada um dos comandantes."
29750,Qualquer que aborrece a seu irmão é homicida. E vós sabeis que nenhum homicida tem permanente nele a vida eterna.,"Todo aquele que odeia o seu irmão é assassino, e vocês sabem que todo assassino não tem a vida eterna permanente em si.","Qualquer um que odeia seu irmão em Cristo já é, na realidade, um assassino; e vocês sabem que nenhum assassino tem a vida eterna dentro de si.","Quem odeia o seu irmão é assassino, e vocês sabem que nenhum assassino tem em si a vida eterna.","Quem odeia seu irmão é assassino, e vocês sabem que nenhum assassino tem a vida eterna em si mesmo."
26559,"E, havendo eles cumprido todas as coisas que dele estavam escritas, tirando-o do madeiro, o puseram na sepultura.","Depois de cumprirem tudo o que estava escrito a respeito dele, tirando-o do madeiro, puseram-no em um túmulo.","E quando tinham cumprido todas as profecias sobre a sua morte, ele foi tirado da cruz e colocado no sepulcro.","Depois de fazerem tudo o que as Escrituras Sagradas falam a respeito dele, eles o tiraram da cruz e o puseram num túmulo.","Tendo cumprido tudo o que estava escrito a respeito dele, tiraram-no do madeiro e o colocaram num sepulcro."
27947,"E, se for Timóteo, vede que esteja sem temor convosco; porque trabalha na obra do Senhor, como eu também.","E, se Timóteo for, façam tudo para que não tenha nada a temer enquanto estiver entre vocês, porque trabalha na obra do Senhor, como também eu.","Se Timóteo for, façam tudo para que ele se sinta em casa, pois ele está fazendo a obra do Senhor, assim como eu.","Se Timóteo chegar aí, façam tudo para que ele se sinta bem entre vocês; pois, assim como eu, ele também está trabalhando para o Senhor.","Se Timóteo for, tomem providências para que ele não tenha nada que temer enquanto estiver com vocês, pois ele trabalha na obra do Senhor, assim como eu."
13281,Envergonhem-se e perturbem-se todos os meus inimigos; tornem atrás e envergonhem-se num momento.,"Sejam envergonhados e fiquem extremamente perturbados todos os meus inimigos; retirem-se, num instante, cobertos de vergonha.","Todos os meus inimigos vão fugir de mim, de repente, cheios de vergonha e de medo!","Os meus inimigos ficarão envergonhados e apavorados; eles fugirão de repente, em completa confusão.","Serão humilhados e aterrorizados todos os meus inimigos; frustrados, recuarão de repente."
18886,"E serei achado de vós, diz o SENHOR, e farei voltar os vossos cativos, e congregar-vos-ei de todas as nações e de todos os lugares para onde vos lancei, diz o SENHOR, e tornarei a trazer-vos ao lugar de onde vos transportei.","Serei achado por vocês, diz o SENHOR, e farei com que mude a sorte de vocês. Eu os congregarei de todas as nações e de todos os lugares para onde os dispersei, diz o SENHOR, e trarei vocês de volta ao lugar de onde os mandei para o exílio.”","É verdade, diz o SENHOR, vocês me encontrarão! Eu me deixarei ser encontrado por vocês, diz o SENHOR. Vou mudar o rumo de suas vidas; reunirei todos vocês, espalhados entre todos os povos do mundo, e os trarei de volta à terra de onde os deportei, diz o SENHOR.","Sim! Eu afirmo que vocês me encontrarão e que eu os levarei de volta à pátria. Eu os ajuntarei de todos os países e de todos os lugares por onde os espalhei. E levarei vocês de volta à terra de onde os tirei e levei como prisioneiros. Eu, o SENHOR, estou falando.’","Eu me deixarei ser encontrado por vocês’, declara o SENHOR, ‘e os trarei de volta do cativeiro. Eu os reunirei de todas as nações e de todos os lugares para onde eu os dispersei e os trarei de volta para o lugar de onde os deportei’, diz o SENHOR."
10987,"E caiu Asa doente de seus pés no ano trigésimo nono do seu reinado; grande por extremo era a sua enfermidade, e, contudo, na sua enfermidade, não buscou ao SENHOR, mas, antes, aos médicos.","No trigésimo nono ano do seu reinado, Asa contraiu uma doença nos pés, e essa doença era muito grave. Porém, na sua enfermidade ele não recorreu ao SENHOR, mas confiou nos médicos.","No trigésimo nono ano de seu reinado, Asa foi atacado por uma doença nos pés. Embora a sua doença fosse séria, em vez de buscar a ajuda no SENHOR, ele foi buscar a ajuda em médicos.","No ano trinta e nove do seu reinado, ele foi atacado por uma doença muito grave nos pés; mesmo assim não pediu socorro a Deus, o SENHOR, mas confiou nos médicos.","No trigésimo nono ano de seu reinado, Asa foi atacado por uma doença nos pés. Embora a sua doença fosse grave, não buscou ajuda do SENHOR, mas só dos médicos."
15210,"Desvia de mim o opróbrio que temo, pois os teus juízos são bons.","Afasta de mim a afronta, que me causa medo, porque os teus juízos são bons.",Afaste de mim meus caminhos vergonhosos; suas leis são tudo o que desejo na vida.,"Livra-me dos insultos, que me causam medo; os teus julgamentos são bons.","Livra-me da afronta que me apavora, pois as tuas ordenanças são boas."
18464,Ele fez a terra pelo seu poder; ele estabeleceu o mundo por sua sabedoria e com a sua inteligência estendeu os céus.,"O SENHOR fez a terra pelo seu poder. Com a sua sabedoria, estabeleceu o mundo; e, com a sua inteligência, estendeu os céus.","Quem fez a terra pelo seu poder foi o SENHOR; com a sua sabedoria, ele firmou o mundo, e com seu entendimento ele estendeu os céus!","Pelo seu poder, o SENHOR Deus fez a terra; com a sua sabedoria, ele criou o mundo e, com a sua inteligência, estendeu o céu como se fosse uma coberta.","Mas foi Deus quem fez a terra com o seu poder, firmou o mundo com a sua sabedoria e estendeu os céus com o seu entendimento."
1983,"Então, tomou Jetro, o sogro de Moisés, holocausto e sacrifícios para Deus; e veio Arão, e todos os anciãos de Israel, para comerem pão com o sogro de Moisés diante de Deus.","Então Jetro, sogro de Moisés, ofereceu um holocausto e sacrifícios a Deus. E Arão e todos os anciãos de Israel vieram para comer com o sogro de Moisés, na presença de Deus.","Então Jetro, sogro de Moisés, ofereceu a Deus ofertas queimadas e sacrifícios. Vieram Arão e todos os líderes de Israel para comerem com o sogro de Moisés, diante de Deus.",Em seguida Jetro trouxe uma oferta para ser completamente queimada e animais para serem mortos como sacrifício a Deus. Arão e todos os líderes do povo de Israel foram com ele para comer a refeição sagrada.,"Então Jetro, sogro de Moisés, ofereceu um holocausto e sacrifícios a Deus, e Arão veio com todas as autoridades de Israel para comerem com o sogro de Moisés na presença de Deus."
28806,A graça de nosso Senhor Jesus Cristo seja convosco. Amém!,A graça de nosso Senhor Jesus Cristo esteja com vocês!,E que a graça de nosso Senhor Jesus Cristo seja com cada um de vocês.,Que a graça do nosso Senhor Jesus Cristo esteja com vocês!,A graça de nosso Senhor Jesus Cristo seja com vocês.
2768,E os anciãos da congregação porão as suas mãos sobre a cabeça do novilho perante o SENHOR; e degolar-se-á o novilho perante o SENHOR.,Os anciãos da congregação porão as mãos sobre a cabeça do novilho diante do SENHOR; e o novilho será morto diante do SENHOR.,Os líderes da comunidade porão as mãos sobre a cabeça do novilho e matarão o animal na presença do SENHOR.,"Ali, na presença do SENHOR, os líderes porão as mãos na cabeça do animal e o matarão.",As autoridades da comunidade porão as mãos sobre a cabeça do novilho perante o SENHOR. E o novilho será morto perante o SENHOR.
28966,"a qual professando-a alguns, se desviaram da fé. A graça seja contigo. Amém!","pois alguns, professando-o, se desviaram da fé. A graça esteja com vocês.","Algumas destas pessoas acabaram perdendo a coisa mais importante da vida, se desviando do caminho da fé. Que a graça divina esteja com vocês.","Algumas pessoas, afirmando que tinham esse “conhecimento”, se desviaram do caminho da fé. Que a graça de Deus esteja com vocês!","professando-o, alguns desviaram-se da fé. A graça seja com vocês."
25029,"E, então, verão vir o Filho do Homem numa nuvem, com poder e grande glória.","Então verão o Filho do Homem vindo numa nuvem, com poder e grande glória.","Então os povos da terra verão o Filho do Homem vindo do céu, numa nuvem, com poder e grande glória.","Então o Filho do Homem aparecerá descendo numa nuvem, com poder e grande glória.",Então se verá o Filho do homem vindo numa nuvem com poder e grande glória.
25426,"Eu não recebo glória dos homens,",Eu não aceito glória que vem de pessoas;,"“A aprovação ou não de vocês não vale nada para mim,",— Eu não procuro ser elogiado pelas pessoas.,"“Eu não aceito glória dos homens,"
26728,E todos os sábados disputava na sinagoga e convencia a judeus e gregos.,"E todos os sábados Paulo falava na sinagoga, persuadindo tanto judeus como gregos.","Todos os sábados Paulo estava na sinagoga, procurando convencer tanto os judeus como os gregos.",E todos os sábados ele falava na sinagoga e procurava convencer os judeus e os não judeus.,Todos os sábados ele debatia na sinagoga e convencia judeus e gregos.
14480,"Chegue à tua presença o gemido dos presos; segundo a grandeza do teu braço, preserva aqueles que estão sentenciados à morte.","Chegue à tua presença o gemido dos prisioneiros; com o teu grande poder, preserva os que estão condenados à morte.","Ouça os gemidos e lamentos dos israelitas prisioneiros; pelo seu grande poder, salve os que são condenados à morte.","Ouve os gemidos dos prisioneiros e, com o teu grande poder, livra os que estão condenados à morte.",Cheguem à tua presença os gemidos dos prisioneiros. Pela força do teu braço preserva os condenados à morte.
18392,"Assim diz o SENHOR dos Exércitos, o Deus de Israel: Ajuntai os vossos holocaustos aos vossos sacrifícios, e comei carne.","— Assim diz o SENHOR dos Exércitos, o Deus de Israel: Juntem os seus holocaustos aos outros sacrifícios e comam a carne vocês mesmos.","Assim diz o SENHOR Todo-poderoso, o Deus de Israel: “Chega de ofertas queimadas e sacrifícios! Eles nada valem para mim; aproveitem toda essa carne como alimento.","— Alguns sacrifícios são completamente queimados sobre o altar, mas a carne de outros sacrifícios vocês têm o direito de comer. Porém eu, o SENHOR Todo-Poderoso, o Deus de Israel, digo que não me importo que vocês comam a carne toda.","Assim diz o SENHOR dos Exércitos, o Deus de Israel: “Juntem os seus holocaustos aos outros sacrifícios e comam a carne vocês mesmos!"
25634,"mas como agora vê não sabemos; ou quem lhe tenha aberto os olhos não sabemos; tem idade; perguntai-lho a ele mesmo, e ele falará por si mesmo.","mas não sabemos como agora está vendo. E também não sabemos quem lhe abriu os olhos. Perguntem a ele, pois já tem idade e poderá falar por si mesmo.","Mas não sabemos o que aconteceu para ele sarar, ou quem fez isso. Ele tem idade bastante para falar por si mesmo. Perguntem a ele”.","Mas não sabemos como é que ele agora pode ver e não sabemos também quem foi que o curou. Ele é maior de idade; perguntem, e ele mesmo poderá explicar.",Mas não sabemos como ele pode ver agora ou quem lhe abriu os olhos. Perguntem a ele. Idade ele tem; falará por si mesmo”.
12941,"Se podes, responde-me; dispõe bem as tuas razões e levanta-te.","“Responda-me, se for capaz; prepare os seus argumentos e apresente-se diante de mim.","Ouça o que vou falar e depois me responda, se for capaz.","“Responda-me, se for capaz; prepare-se para discutir comigo.","Responda-me, então, se puder; prepare-se para enfrentar-me."
12251,Ele apanha os sábios na sua própria astúcia; e o conselho dos perversos se precipita.,"Ele apanha os sábios na própria astúcia deles, e o conselho dos que tramam não chega a vingar.",Os perversos acabam sendo destruídos pela sua própria maldade; seus planos violentos são cortados por Deus.,ele pega os sábios nas suas espertezas e acaba com as suas intrigas.,"Apanha os sábios na astúcia deles, e as maquinações dos astutos são malogradas por sua precipitação."
22151,"Ou, quando comestes e quando bebestes, não foi para vós mesmos que comestes e bebestes?","Quando vocês comem e bebem, não é para vocês mesmos que comem e bebem?","E mesmo agora, vocês só pensam em satisfazer seus próprios desejos quando comem e bebem.","E, quando comem e bebem, é só para satisfazer os seus próprios desejos.","E, quando comiam e bebiam, não era para vocês mesmos que o faziam?"
17857,"Desce, e assenta-te no pó, ó virgem filha de Babilônia; assenta-te no chão; já não há trono, ó filha dos caldeus, porque nunca mais serás chamada a tenra, nem a delicada.","“Desça e sente-se no pó, ó virgem filha da Babilônia; sente-se no chão, pois já não há trono, ó filha dos caldeus. Porque nunca mais você será chamada sensível e delicada.","“Babilônia, cidade que nunca foi invadida, desça de sua glória e sente-se no pó! Já passaram os seus dias de poder e grandeza; arraste-se na poeira! Você, filha dos caldeus, nunca mais será bela e delicada como uma princesa.","O SENHOR diz: “Babilônia, desça do seu trono e sente-se no pó. Você era como uma virgem, bela, delicada e mimada; mas nunca mais será assim.","“Desça, sente-se no pó, Virgem Cidade de Babilônia; sente-se no chão sem um trono, Filha dos babilônios. Você não será mais chamada mimosa e delicada."
359,"Depois destas coisas veio a palavra do SENHOR a Abrão em visão, dizendo: Não temas, Abrão, eu sou o teu escudo, o teu grandíssimo galardão.","Depois destes acontecimentos, a palavra do SENHOR veio a Abrão, numa visão, dizendo: — Não tenha medo, Abrão, eu sou o seu escudo, e lhe darei uma grande recompensa.","Depois desses acontecimentos, o SENHOR falou a Abrão por meio de uma visão: “Abrão, não tenha medo! Eu sou o seu escudo. A sua recompensa será enorme!”","Depois disso Abrão teve uma visão, e nela o SENHOR lhe disse: — Abrão, não tenha medo. Eu o protegerei de todo perigo e lhe darei uma grande recompensa.","Depois dessas coisas o SENHOR falou a Abrão numa visão: “Não tenha medo, Abrão! Eu sou o seu escudo; grande será a sua recompensa!”"
18403,"Portanto, eis que vêm dias, diz o SENHOR, em que nunca se chamará mais Tofete, nem vale do filho de Hinom, mas o vale da Matança; e enterrarão em Tofete, por não haver mais lugar.","Portanto, eis que virão dias, diz o SENHOR, em que já não se chamará Tofete, nem vale de Ben-Hinom, mas o vale da Matança. Os mortos serão sepultados em Tofete por não haver outro lugar.","Mas está chegando o dia em que aquele lugar não será mais chamado Tofete ou vale de Hinom, mas vale da Matança, pois ali enterrarão os corpos até que não haja mais lugar.","Portanto, certamente virá o tempo em que esse lugar não será mais chamado de Tofete nem de vale de Ben-Hinom, mas de “vale da Matança”. Vão sepultar gente em Tofete por não haver outro lugar.","Por isso, certamente vêm os dias”, declara o SENHOR, “em que não mais chamarão este lugar Tofete ou vale de Ben-Hinom, mas vale da Matança, pois ali enterrarão cadáveres até que não haja mais lugar."
