,src_sent,pred_sent,reference_nbv,reference_nlth,reference_naa,reference_nvi,bleu_score
3085,"""Porque gente contra gente e cidade contra cidade se despedaçavam, porque Deus os conturbara com toda a angústia.""
","""Porque gente e cidade contra gente e cidade se <unk> Pois Deus os <unk> com toda a angústia.""
","""Havia guerras externas, e dentro do país uma cidade lutava contra outra, pois Deus castigava o povo com todo tipo de desgraça.""
","""Nações e cidades atacavam e destruíam umas às outras, pois Deus estava fazendo cair sobre elas todo tipo de sofrimento.""
","""Porque nação contra nação e cidade contra cidade se despedaçavam, porque Deus os afligiu com todo tipo de angústia.""
","""Nações e cidades se destruíam umas às outras, pois Deus as estava afligindo com toda espécie de desgraças.""
",9.429254736980935
3086,"""Fogem os ímpios, sem que ninguém os persiga; mas qualquer justo está confiado como o filho do leão.""
","""Fogem os ímpios, sem que ninguém os persiga; mas qualquer justo está confiado como o filho do leão.""
","""Os perversos, por causa de sua culpa, fogem sem serem perseguidos, mas os justos são corajosos como o leão.""
","""Os maus fogem, mesmo quando ninguém os persegue, mas o homem honesto é valente como um leão.""
","""Os ímpios fogem, mesmo quando ninguém os persegue, mas o justo é intrépido como o leão.""
","""O ímpio foge, embora ninguém o persiga, mas os justos são corajosos como o leão.""
",7.164684238257436
3087,"""Ergue para ti marcos, levanta para ti pirâmides, aplica o coração à vereda, ao caminho em que andaste; regressa, ó virgem de Israel, regressa a estas tuas cidades.""
","""Ergue para você e levanta o coração para você, levanta o coração à beira do caminho em que andaste; <unk> ó virgem de Israel, <unk>
","""Coloquem sinais na estrada por onde passaram rumo à terra da escravidão! Prestem bem atenção, porque vocês hão de voltar por esse mesmo caminho! Volte, ó virgem Israel! Volte para sua própria terra, cada um para sua cidade!""
","""Ponha avisos e marque a estrada; repare bem no caminho por onde você passar. Volte, povo de Israel, volte para as cidades que eram suas.""
","""“Coloque sinais e marcos na estrada; preste atenção na vereda, no caminho por onde você passou. Volte, ó virgem de Israel! Volte para as suas cidades.""
","""“Coloque marcos e ponha sinais nas estradas, preste atenção no caminho que você trilhou. Volte, ó virgem, Israel! Volte para as suas cidades.""
",11.635402454082566
3088,"""quando me lembrar de ti na minha cama e meditar em ti nas vigílias da noite.""
","""quando me lembrar de você na minha cama e meditar nas vigílias da noite.""
","""Acordado, de noite, fico pensando no Senhor. Atravesso a madrugada lembrando da sua bondade.""
","""Quando estou deitado, eu lembro de ti. Penso em ti a noite toda""
","""no meu leito, quando de ti me recordo e em ti medito, durante as vigílias da noite.""
","""Quando me deito, lembro-me de ti; penso em ti durante as vigílias da noite.""
",25.459845316736786
3089,"""Eis aqui o dia, eis que vem; veio a tua ruína; já floresceu a vara, reverdeceu a soberba.""
","""Eis que o dia, eis que vem; veio a tua ruína; já veio a vara, reverdeceu
","""“Está chegando o dia! A sentença já foi dada, a vara do castigo já está preparada, o orgulho de Israel provocou a sua destruição.""
","""O dia da desgraça está chegando. Por toda parte há violência. O orgulho cresce.""
","""“Eis o dia! Eis que chegou! Brotou a sentença, já floresceu a vara, reverdeceu a arrogância.""
","""“Eis o dia! Já chegou! A condenação irrompeu, a vara brotou, a arrogância floresceu!""
",17.001078098404236
3090,"""E disse-me o Anjo de Deus, em sonhos: Jacó! E eu disse: Eis-me aqui.""
","""Então o Anjo de Deus me disse: — Jacó! — Eis-me aqui!""
","""E o Anjo de Deus me disse em sonho: ‘Jacó!’ Eu respondi: ‘Aqui estou!’""
","""O Anjo de Deus me chamou pelo nome, e eu respondi: “Aqui estou.”""
","""E o Anjo de Deus me disse em sonho: “Jacó!” E eu respondi: “Eis-me aqui!”""
","""O Anjo de Deus me disse no sonho: ‘Jacó!’ Eu respondi: ‘Eis-me aqui!’""
",31.17725804169731
3091,"""E era que, quando a nuvem poucos dias estava sobre o tabernáculo, segundo o dito do SENHOR, se alojavam e, segundo o dito do SENHOR, partiam.""
","""Quando a nuvem era poucos dias estava sobre o tabernáculo, segundo o dito do SENHOR, partiam.""
","""Às vezes, a nuvem permanecia sobre o Tabernáculo poucos dias; assim, conforme a ordem do SENHOR, permaneciam acampados, e, segundo a ordem do Senhor, partiam.""
","""Às vezes a nuvem ficava poucos dias sobre a Tenda; assim, conforme a ordem do SENHOR, eles continuavam acampados ou começavam a caminhar.""
","""Às vezes, a nuvem ficava poucos dias sobre o tabernáculo; então, segundo o mandado do SENHOR, permaneciam e, segundo a ordem do SENHOR, partiam.""
","""Às vezes a nuvem ficava sobre o tabernáculo poucos dias; conforme a ordem do SENHOR, eles acampavam e, também conforme a ordem do SENHOR, partiam.""
",26.730935739791015
3092,"""Ainda que na sua vida ele bendisse a sua alma, e os homens o louvem quando faz bem a si mesmo,""
","""Ainda que ele bendisse a sua vida, e os homens o louvem a si mesmo,""
","""O homem pode passar toda a vida fazendo elogios a si mesmo; pode se tornar famoso pelas coisas boas que conseguiu para si,""
","""Ainda que esteja contente com a sua vida e seja elogiado por ter sucesso,""
","""Ainda que durante a vida ele tenha se lisonjeado, e ainda que o louvem quando faz o bem a si mesmo,""
","""Embora em vida ele se parabenize: “Todos o elogiam, pois você está prosperando”,""
",36.214395741763475
3093,"""Porém Davi disse: Não fareis assim, irmãos meus, com o que nos deu o SENHOR, que nos guardou e entregou a tropa que contra nós vinha nas nossas mãos.""
","""Porém Davi disse: — Não façam isso assim, irmãos com o SENHOR, que nos guardou e entregou a nós a tropa que vinha contra nós nas nossas mãos.""
","""Porém, Davi respondeu: “Não, meus irmãos! O SENHOR nos guardou e nos ajudou a derrotar o inimigo que tinha nos atacado.""
","""Mas Davi respondeu: — Meus irmãos, vocês não podem fazer isso com o que o SENHOR Deus nos deu! Ele nos salvou e nos deu a vitória sobre os inimigos.""
","""Porém Davi disse: — Meus irmãos, não façam isto com o que o SENHOR nos deu. Ele nos guardou e entregou em nossas mãos o bando que vinha contra nós.""
","""Davi respondeu: “Não, meus irmãos! Não façam isso com o que o SENHOR nos deu. Ele nos protegeu e entregou em nossas mãos os bandidos que vieram contra nós.""
",35.42762114350933
3094,"""E disse-lhe Davi: Se passares comigo, ser-me-ás pesado.""
","""E Jesus lhe disse: — Se você ir comigo, <unk>
","""Mas Davi lhe disse: “Husai, não adianta você vir comigo;""
","""Davi lhe disse: — Não venha comigo, pois isso não me ajudará.""
","""Davi lhe disse: — Se você for comigo, será um peso para mim.""
","""E Davi lhe disse: “Não adianta você vir comigo.""
",40.016016019224985
3095,"""E farei de todos os meus montes um caminho; e as minhas veredas serão exaltadas.""
","""Eu farei de todos os meus montes um caminho; e as minhas veredas serão <unk>
","""Transformarei os meus montes em caminhos planos; os vales serão aterrados e não haverá mais caminhos perigosos para eles.""
","""Abrirei uma estrada nas montanhas, prepararei um caminho plano por onde o meu povo passará.""
","""Transformarei todos os meus montes em caminhos, e as minhas estradas serão levantadas.""
","""Transformarei todos os meus montes em estradas, e os meus caminhos serão erguidos.""
",21.951524426618455
3096,"""E deu o rei ordem, e fizeram uma arca e a puseram fora, à porta da Casa do SENHOR.""
","""Então o rei deu ordens e fizeram uma arca e a colocaram na entrada do templo do SENHOR.""
","""Por isso o rei deu ordens para que fosse feito um cofre e colocado do lado de fora da porta do templo do SENHOR.""
","""O rei mandou fazer um cofre, que foi colocado perto do portão do Templo, do lado de fora.""
","""O rei deu ordem e fizeram um cofre e o puseram do lado de fora, junto ao portão da Casa do SENHOR.""
","""Então, por ordem do rei, fizeram uma caixa e a colocaram do lado de fora, à entrada do templo do SENHOR.""
",47.430224320687465
3097,"""E, sendo por divina revelação avisados em sonhos para que não voltassem para junto de Herodes, partiram para a sua terra por outro caminho.""
","""E, sendo por divina <unk> em sonhos para que não voltassem para junto de Herodes, partiram para a sua terra por outro caminho.""
","""Mas quando voltaram para a sua terra, eles não foram por Jerusalém para contar a Herodes, porque Deus lhes tinha avisado num sonho que voltassem por outro caminho.""
","""E num sonho Deus os avisou que não voltassem para falar com Herodes. Por isso voltaram para a sua terra por outro caminho.""
","""E, tendo sido avisados por Deus em sonho para não voltarem à presença de Herodes, os magos seguiram por outro caminho para a sua terra.""
","""E, tendo sido advertidos em sonho para não voltarem a Herodes, retornaram a sua terra por outro caminho.""
",43.82178438820051
3098,"""Disse o SENHOR ao meu Senhor: Assenta-te à minha mão direita, até que ponha os teus inimigos por escabelo dos teus pés.""
","""Então o SENHOR disse ao meu Senhor: — Que o SENHOR ponha à minha mão direita até que ponha os seus inimigos como estrado dos seus pés.""
","""O SENHOR disse ao meu Senhor: “Sente-se em seu trono à minha direita. Eu derrotarei todos os seus inimigos, e eles serão humilhados diante de você”.""
","""O SENHOR Deus disse ao meu senhor, o rei: “Sente-se do meu lado direito, até que eu ponha os seus inimigos debaixo dos seus pés.”""
","""Disse o SENHOR ao meu senhor: “Sente-se à minha direita, até que eu ponha os seus inimigos por estrado dos seus pés.”""
","""O SENHOR disse ao meu Senhor: “Senta-te à minha direita até que eu faça dos teus inimigos um estrado para os teus pés”.""
",40.650206683530286
3099,"""E sucedeu um dia que veio ali, e retirou-se àquele quarto, e se deitou ali.""
","""Naquele dia um dia que veio ali, retirou-se àquele quarto, e se deitou ali.""
","""Um dia, Eliseu chegou e subiu ao quarto para descansar.""
","""Um dia Eliseu voltou a Suném e subiu ao seu quarto para descansar.""
","""Um dia, vindo o profeta para ali, retirou-se para o quarto e se deitou.""
","""Um dia, quando Eliseu chegou, subiu ao seu quarto e deitou-se.""
",10.657284485555584
3100,"""Disse mais Isaías: Tomai uma pasta de figos. E a tomaram e a puseram sobre a chaga; e ele sarou.""
","""Então Isaías: — Tomai uma pasta de figos. E a levaram e a puseram sobre a chaga;
","""Então  deu as seguintes instruções: “Fervam alguns figos secos e façam uma pasta com esses figos, e espalhem-na sobre a ferida”. Eles fizeram essa pasta, aplicaram-na sobre a ferida, e ele sarou!""
","""Então  disse: — Ponham uma pasta de figos em cima da úlcera do rei, e ele ficará bom.""
","""disse mais: — Peguem uma pasta de figos. Eles a pegaram e a puseram sobre a úlcera. E Ezequias recuperou a saúde.""
","""Então disse Isaías: “Preparem um emplastro de figos”. Eles o fizeram e o aplicaram na úlcera; e ele se recuperou.""
",39.62652780998505
3101,"""Qual é mais fácil? Dizer: Os teus pecados te são perdoados, ou dizer: Levanta-te e anda?""
","""Qual é mais fácil? <unk> Os seus pecados lhe são perdoados, ou <unk>
","""Que é mais fácil dizer: ‘Os seus pecados estão perdoados’, ou: ‘Levante-se e ande’?""
","""O que é mais fácil dizer ao paralítico: “Os seus pecados estão perdoados” ou “Levante-se e ande”?""
","""O que é mais fácil? Dizer: “Os seus pecados estão perdoados”, ou dizer: “Levante-se e ande”?""
","""Que é mais fácil dizer: ‘Os seus pecados estão perdoados’, ou: ‘Levante-se e ande’?""
",16.67955161379731
3102,"""Porque, certamente, te salvarei, e não cairás à espada; mas a tua alma terás por despojo, porquanto confiaste em mim, diz o SENHOR.""
","""Pois o SENHOR Deus está falando.""
","""Você me obedeceu e confiou em mim! Em troca disso, eu o protegerei e salvarei a sua vida”, diz o SENHOR.""
","""Eu o salvarei: você não morrerá. Você continuará vivo porque confiou em mim. Eu, o SENHOR, falei.""
","""Pois eu certamente o salvarei. Você não cairá à espada. A sua vida lhe será por despojo, porque você confiou em mim”, diz o SENHOR.""
","""Eu certamente o resgatarei; você não morrerá à espada, mas escapará com vida, porque você confia em mim”, declara o SENHOR.""
",1.484545799967264
3103,"""Mas Joabe lhe disse: Tu não serás hoje o portador das novas, porém outro dia as levarás; mas hoje não darás a nova, porque é morto o filho do rei.""
","""Mas Joabe lhe disse: — Você não será hoje o portador das novas, mas outro dia as levarás; Mas hoje é morto o filho do rei.""
","""“Não”, respondeu Joabe. “A morte de Absalão não será para o rei uma boa notícia! Não é ele o seu filho? Não quero que seja você a levar essa notícia; não faltará oportunidade para você levar alguma boa-nova; espere outra ocasião”.""
","""— Não! — respondeu Joabe. — Hoje você não vai levar nenhuma boa notícia. Outro dia você poderá fazer isso, mas hoje não, porque o filho do rei morreu.""
","""Mas Joabe lhe disse: — Hoje você não será o portador de boas notícias. Você poderá fazer isso outro dia, mas hoje não, porque está morto o filho do rei.""
","""“Não é você quem deve levar a notícia hoje”, disse-lhe Joabe. “Deixe isso para outra ocasião. Hoje não, porque o filho do rei morreu.”""
",44.313708670769486
3104,"""Ora, a serpente era mais astuta que todas as alimárias do campo que o SENHOR Deus tinha feito. E esta disse à mulher: É assim que Deus disse: Não comereis de toda árvore do jardim?""
","""Ora, a serpente era mais astuta que o SENHOR Deus tinha feito. Ele disse à mulher: — É assim que Deus disse: “Não comam de toda árvore do jardim?""
","""A serpente era a mais astuta de todas as criaturas que o SENHOR Deus tinha feito. Ela aproximou-se e perguntou à mulher: “É verdade que Deus disse que não deviam comer do fruto de nenhuma das árvores do jardim?”""
","""A cobra era o animal mais esperto que o SENHOR Deus havia feito. Ela perguntou à mulher: — É verdade que Deus mandou que vocês não comessem as frutas de nenhuma árvore do jardim?""
","""Mas a serpente, mais astuta que todos os animais selvagens que o SENHOR Deus tinha feito, disse à mulher: — É verdade que Deus disse: “Não comam do fruto de nenhuma árvore do jardim”?""
","""Ora, a serpente era o mais astuto de todos os animais selvagens que o SENHOR Deus tinha feito. E ela perguntou à mulher: “Foi isto mesmo que Deus disse: ‘Não comam de nenhum fruto das árvores do jardim’?”""
",61.97457738420393
3105,"""E, achando-a, convoca as amigas e vizinhas, dizendo: Alegrai-vos comigo, porque já achei a dracma perdida.""
","""E, achando-a, as amigas as amigas e vizinhas, dizendo: <unk> comigo, porque achei a dracma
","""E depois de encontrá-la, não vai convidar suas amigas e vizinhas e dizer: ‘Alegrem-se comigo, pois encontrei minha moeda perdida’?""
","""E, quando a encontra, convida as amigas e vizinhas e diz: “Alegrem-se comigo porque achei a minha moeda perdida.”""
","""E, quando a encontra, reúne as amigas e vizinhas, dizendo: “Alegrem-se comigo, porque achei a dracma que eu tinha perdido.”""
","""E quando a encontra, reúne suas amigas e vizinhas e diz: ‘Alegrem-se comigo, pois encontrei minha moeda perdida’.""
",49.73249616761811
3106,"""Portanto, se a tua mão ou o teu pé te escandalizar, corta-o e atira-o para longe de ti; melhor te é entrar na vida coxo ou aleijado do que, tendo duas mãos ou dois pés, seres lançado no fogo eterno.""
","""Portanto, se a sua mão ou o seu pé ou o seu pé ou o seu pé é melhor para longe de você. Ele é melhor entrar na vida coxo ou aleijado do que, tendo duas mãos ou dois pés, seres eterno.""
","""Portanto, se a sua mão ou o seu pé faz você pecar, corte-os e jogue-os fora. É melhor entrar no céu mutilado ou aleijado do que ser lançado no fogo eterno com as duas mãos e os dois pés.""
","""— Se uma das suas mãos ou um dos seus pés faz com que você peque, corte-o e jogue fora! Pois é melhor você entrar na vida eterna sem uma das mãos ou sem um dos pés do que ter as duas mãos e os dois pés e ser jogado no fogo eterno.""
","""— Se a sua mão ou o seu pé leva você a tropeçar, corte-o e jogue fora; pois é melhor você entrar na vida manco ou aleijado do que, tendo duas mãos ou dois pés, ser lançado no fogo eterno.""
","""Se a sua mão ou o seu pé o fizerem tropeçar, corte-os e jogue-os fora. É melhor entrar na vida mutilado ou aleijado do que, tendo as duas mãos ou os dois pés, ser lançado no fogo eterno.""
",51.70841372929298
3107,"""Escutai, e inclinai os ouvidos, e não vos ensoberbeçais; porque o SENHOR falou.""
","""“Venham e ouçam os ouvidos e não os <unk> porque o SENHOR falou.""
","""Não sejam orgulhosos! Escutem e obedeçam, pois foi o SENHOR quem falou!""
","""Povo de Israel, é Deus quem está falando. Sejam humildes e prestem atenção.""
","""Ouçam e prestem atenção: não sejam orgulhosos! Porque o SENHOR falou.""
","""Escutem e deem atenção, não sejam arrogantes, pois o SENHOR falou.""
",22.61216470320596
3108,"""Então, Sansão disse acerca deles: Inocente sou esta vez para com os filisteus, quando lhes fizer algum mal.""
","""Então Sansão disse a respeito deles: — Inocente sou esta vez para com os filisteus, quando lhes fizer algum mal.""
","""Sansão ficou furioso, e disse: “Agora ninguém poderá reclamar quando eu acertar as contas com os filisteus!”""
","""Sansão disse: — Desta vez eu não sou responsável pelo que fizer com os filisteus.""
","""Mas Sansão disse: — Desta vez sou inocente para com os filisteus, quando lhes fizer algum mal.""
","""Sansão lhes disse: “Desta vez ninguém poderá me culpar quando eu acertar as contas com os filisteus!”""
",52.01869153561254
3109,"""E, tendo Jesus entrado em Jericó, ia passando.""
","""Tendo Jesus entrado em Jericó, ia <unk>
","""Quando Jesus entrou em Jericó e estava passando pela cidade,""
","""Jesus entrou em Jericó e estava atravessando a cidade.""
","""Entrando em Jericó, Jesus atravessava a cidade.""
","""Jesus entrou em Jericó e atravessava a cidade.""
",10.600313379512592
3110,"""Disse mais Aitofel a Absalão: Deixa-me escolher doze mil homens, e me levantarei e seguirei após Davi esta noite.""
","""Então Aitofel disse a Absalão: — Deixe-me escolher doze mil homens e me levantarei e seguirei
","""Aitofel disse a Absalão: “Se eu tiver doze mil homens ao meu dispor, sairei em perseguição a Davi ainda esta noite.""
","""Depois Aitofel disse a Absalão: — Deixe-me escolher doze mil homens, e eu sairei esta noite para perseguir Davi.""
","""Depois Aitofel disse a Absalão: — Deixe-me escolher doze mil homens, e me disporei e perseguirei Davi esta noite.""
","""Aitofel disse a Absalão: “Permite-me escolher doze mil homens e partirei esta noite em perseguição a Davi.""
",58.01137681552542
3111,"""Bendito seja o SENHOR, que não nos deu por presa aos seus dentes.""
","""Bendito seja o SENHOR, que não nos deu por presa aos seus dentes.""
","""Bendito seja o SENHOR, que não deixou que fôssemos destruídos pelos nossos inimigos.""
","""Demos graças ao SENHOR, que não deixou que os nossos inimigos nos destruíssem.""
","""Bendito seja o SENHOR, que não nos deu por presa aos dentes deles.""
","""Bendito seja o SENHOR, que não nos entregou para sermos dilacerados pelos dentes deles.""
",79.55490387759717
3112,"""Então, respondeu  e disse: Assim é este povo, e assim é esta nação diante do meu rosto, disse o SENHOR; e assim é toda a obra das suas mãos; e tudo o que ali oferecem imundo é.""
","""Então respondeu e disse: — Assim é este povo, e assim é esta nação diante do meu rosto, e assim é esta nação diante do meu rosto, e assim é toda a obra das suas mãos, e tudo o que ali é impuro.""
","""Então  transmitiu a resposta do SENHOR: “Vocês estavam contaminando seus sacrifícios com sua vida cheia de egoísmo e maldade. E não contaminavam só os sacrifícios, mas tudo que vocês ofereciam a mim.""
","""Então  disse: — O SENHOR diz que é exatamente isso o que acontece com esse povo. Para Deus, são impuros todo o povo deste país, tudo o que eles fazem e todos os sacrifícios que são oferecidos no altar.""
","""Então  continuou: — Assim é este povo, e assim é esta nação diante de mim, diz o SENHOR. Assim é toda a obra das suas mãos, e o que ali oferecem: tudo é impuro.""
","""transmitiu esta resposta do SENHOR: “É o que acontece com este povo e com esta nação. Tudo o que fazem e tudo o que me oferecem é impuro.""
",52.36627558200201
3113,"""Porque assim diz o Senhor JEOVÁ: Farei subir contra elas uma congregação e as entregarei ao desterro e ao roubo.""
","""Porque assim diz o Soberano, o SENHOR: Eu vou subir contra elas uma congregação e as entregarei ao roubo.""
","""“Assim diz o Soberano, o SENHOR: Trarei um grande exército para destruir essas duas irmãs prostitutas. Elas serão destruídas e as suas riquezas serão saqueadas.""
","""O que o SENHOR Deus diz é isto: — Tragam uma multidão para pôr medo nelas e roubar o que elas têm.""
","""— Pois assim diz o SENHOR Deus: Trarei contra elas uma grande multidão e as entregarei ao tumulto e ao saque.""
","""“Assim diz o Soberano, o SENHOR: Que uma multidão as ataque e que elas sejam entregues ao pavor e ao saque.""
",43.2380626100291
3114,"""Atravessei-os, de sorte que não se puderam levantar; caíram debaixo dos meus pés.""
","""Atravessei-os, de sorte que não se puderam levantar; caíram debaixo dos meus pés.""
","""Esmaguei-os de tal maneira que não tiveram forças para se levantar. Eles estão debaixo dos meus pés!""
","""Eu os esmago, e eles não podem se levantar; eles caem derrotados aos meus pés.""
","""Esmaguei-os a tal ponto, que não puderam se levantar; caíram sob os meus pés.""
","""Massacrei-os, e não puderam levantar-se; jazem debaixo dos meus pés.""
",38.03773678954961
3115,"""Então, disse Joabe: Não me demorarei assim contigo aqui. E tomou três dardos e traspassou com eles o coração de Absalão, estando ele ainda vivo no meio do carvalho.""
","""Então Joabe: — Não me deixar de ficar com você, mas tomou três dardos e <unk> com eles o coração de Absalão, estando ele no meio do carvalho.""
","""“Nada disso faz sentido agora”, disse Joabe. E tomando três dardos, atravessou com eles o coração de Absalão, enquanto ele ainda continuava vivo pendurado nos galhos do carvalho.""
","""— Não vou perder mais tempo com você! — disse Joabe. Então Joabe pegou três lanças e as enterrou no peito de Absalão enquanto ele ainda estava vivo, pendurado no carvalho.""
","""Então Joabe disse: — Não vou perder mais tempo com você. Joabe pegou três dardos e com eles traspassou o coração de Absalão, enquanto ele ainda estava vivo, pendurado no carvalho.""
","""E Joabe disse: “Não vou perder mais tempo com você”. Então pegou três dardos e com eles traspassou o coração de Absalão, quando ele ainda estava vivo na árvore.""
",34.487891886160995
3116,"""Dalém do Jordão, na terra de Moabe, começou Moisés a declarar esta lei, dizendo:""
","""Dalém do Jordão, na terra de Moabe, Moisés começou a declarar esta lei.""
","""Ali, na terra de Moabe, a leste do rio Jordão, Moisés começou a dirigir a palavra a Israel, expondo-lhes esta lei:""
","""Quando os israelitas estavam no território de Moabe, no lado leste do rio Jordão, Moisés começou a explicar ao povo a lei de Deus. Moisés disse:""
","""A leste do Jordão, na terra de Moabe, Moisés encarregou-se de explicar esta lei, dizendo:""
","""A leste do Jordão, na terra de Moabe, Moisés tomou sobre si a responsabilidade de expor esta lei:""
",52.76521640196076
3117,"""E, quando Herodes estava para o fazer comparecer, nessa mesma noite, estava Pedro dormindo entre dois soldados, ligado com duas cadeias, e os guardas diante da porta guardavam a prisão.""
","""E, quando Herodes estava para o fazer <unk> Herodes estava dormindo entre dois <unk> e os guardas e os guardas e os guardas guardavam a porta guardavam a porta guardavam a <unk>
","""Na noite anterior ao dia em que Herodes iria submetê-lo a julgamento, Pedro estava dormindo, preso com duas correntes entre dois soldados, com outros montando guarda na frente do portão da prisão.""
","""Na noite antes do dia em que Herodes ia apresentá-lo ao povo, Pedro estava dormindo, preso com duas correntes, entre dois soldados; e havia guardas de vigia no portão da cadeia.""
","""Na noite anterior ao dia em que Herodes ia apresentá-lo ao povo, Pedro dormia entre dois soldados, preso com duas correntes. Sentinelas, junto à porta, guardavam a prisão.""
","""Na noite anterior ao dia em que Herodes iria submetê-lo a julgamento, Pedro estava dormindo entre dois soldados, preso com duas algemas, e sentinelas montavam guarda à entrada do cárcere.""
",8.133740799712724
3118,"""Também havia quem dizia: As nossas terras, as nossas vinhas e as nossas casas empenhamos, para tomarmos trigo nesta fome.""
","""Também havia quem dizia: — As nossas terras, as nossas vinhas e as nossas casas <unk> nesta fome.""
","""Outros diziam: “Tivemos de penhorar nossas terras, nossas vinhas e nossas casas para conseguir trigo para matar a nossa fome”.""
","""Outros diziam: — Para não morrermos de fome, nós tivemos de penhorar os nossos campos, as nossas plantações de uvas e as nossas casas a fim de comprar trigo.""
","""Também houve os que diziam: — Nós tivemos de hipotecar as nossas terras, as nossas vinhas e as nossas casas, para conseguirmos trigo em meio a esta fome.""
","""Outros diziam: “Tivemos que penhorar nossas terras, nossas vinhas e nossas casas para conseguir trigo para matar a fome”.""
",46.27620794967283
3119,"""entristecendo-se muito, principalmente pela palavra que dissera, que não veriam mais o seu rosto. E acompanharam-no até ao navio.""
","""entristecendo-se muito, principalmente pela palavra que não veriam mais o seu rosto. <unk> até o navio.""
","""O que mais os entristecia era a declaração de que nunca mais veriam a sua face. Então eles acompanharam Paulo até o navio.""
","""Estavam tristes, especialmente porque ele lhes tinha dito que nunca mais iam vê-lo. Então eles o acompanharam até o navio.""
","""entristecidos especialmente pela palavra que ele tinha dito: que não mais veriam o seu rosto. E eles o acompanharam até o navio.""
","""O que mais os entristeceu foi a declaração de que nunca mais veriam a sua face. Então o acompanharam até o navio.""
",31.755259585147694
3120,"""Portanto, assim diz o SENHOR: Tua mulher se prostituirá na cidade, e teus filhos e tuas filhas cairão à espada, e a tua terra será repartida a cordel, e tu morrerás na terra imunda, e Israel certamente será levado cativo para fora da sua terra.""
","""Por isso, assim diz o SENHOR: <unk> mulher e os seus filhos e suas filhas cairão na cidade, os seus filhos e suas filhas cairão à espada, e a sua terra será repartida na terra seca, e Israel será levado cativo para fora da sua terra.""
","""“Mas esta é a resposta do SENHOR: ‘Sua esposa se tornará uma prostituta nesta cidade, e os seus filhos e filhas serão mortos e a sua terra dividida entre estranhos. Você morrerá numa terra estranha, e o povo de Israel, certamente, será levado para o exílio, longe de sua terra natal’ ”.""
","""Mas o SENHOR diz a você: “A sua mulher virará prostituta aqui na cidade, e os seus filhos e as suas filhas morrerão na guerra. O seu país será dividido entre outros países, e você morrerá numa terra pagã. E o povo de Israel vai ser levado como prisioneiro para fora da sua terra.”""
","""Pois bem, assim diz o SENHOR: “A sua mulher se prostituirá na cidade, e os seus filhos e as suas filhas cairão à espada. A sua terra será repartida a cordel, e você morrerá numa terra impura. E Israel certamente será levado cativo para fora da sua terra.”""
","""“Mas o SENHOR lhe diz: “ ‘Sua mulher se tornará uma prostituta na cidade, e os seus filhos e as suas filhas morrerão à espada. Suas terras serão loteadas, e você mesmo morrerá numa terra pagã. E Israel certamente irá para o exílio, para longe da sua terra natal’ ”.""
",45.60583573207418
3121,"""E da meia tribo de Manassés, Taanaque e os seus arrabaldes, e Gate-Rimom e os seus arrabaldes: duas cidades.""
","""Da meia tribo de Manassés, Taanaque e Gate-Rimom
","""Da meia tribo de Manassés receberam as cidades de Taanaque e Gate-Rimom, com suas pastagens.""
","""Da metade oeste da tribo de Manassés eles receberam duas cidades: Taanaque e Gate-Rimom, com os seus pastos.""
","""Da meia tribo de Manassés, deram Taanaque com os seus arredores e Gate-Rimom com os seus arredores. Ao todo, duas cidades.""
","""Da meia tribo de Manassés receberam Taanaque e Gate-Rimom, cada qual com os seus arredores. Foram duas cidades.""
",31.94130379154877
3122,"""Tu, poço, que cavaram os príncipes, que escavaram os nobres do povo e o legislador com os seus bordões.). E, do deserto, partiram para Matana;""
","""Tu, porém, que cavaram os príncipes, que escavaram os nobres do povo e o legislador com os seus bordões.). E, do deserto, partiram para Matana;""
","""Este é um poço que os líderes cavaram, e os mais importantes do povo abriram com os seus bastões de comando e com os seus cajados”. Então saíram do deserto e foram para Mataná,""
","""Este poço foi cavado pelos líderes, foi aberto pelos chefes do povo, com os seus bastões de comando e com os seus bordões.” Do deserto eles foram para Matana.""
","""Poço que os príncipes cavaram, que os nobres do povo abriram, com o cetro e com os seus bordões.” Do deserto, partiram para Matana.""
","""a respeito do poço que os líderes cavaram, que os nobres abriram com cetros e cajados”. Então saíram do deserto para Mataná,""
",32.15859729512526
3123,"""Tu os levas como corrente de água; são como um sono; são como a erva que cresce de madrugada;""
","""Tu os levas como corrente de água; são como um sono; são como a erva que cresce de madrugada;""
","""O Senhor nos leva pelo rio da vida tão depressa quanto o sono, como a erva que nasce pela madrugada,""
","""Tu acabas com a vida das pessoas; elas não duram mais do que um sonho. São como a erva que brota de manhã,""
","""Tu os arrastas na torrente; são como um sono. São como a relva que floresce de madrugada;""
","""Como uma correnteza, tu arrastas os homens; são breves como o sono; são como a relva que brota ao amanhecer;""
",49.34494673001855
3124,"""de Salomão. O filho sábio alegra a seu pai, mas o filho louco é a tristeza de sua mãe.""
","""de Salomão. O filho sábio alegra o seu pai, mas o filho louco é a tristeza de sua mãe.""
","""Estes são os provérbios de Salomão: O filho sábio traz alegria ao pai; o filho sem juízo traz tristeza à mãe.""
","""O filho sábio é a alegria do seu pai, mas o filho sem juízo é a tristeza da sua mãe.""
","""de Salomão. O filho sábio é a alegria do seu pai, mas o filho tolo é a tristeza da sua mãe.""
","""de Salomão: O filho sábio dá alegria ao pai; o filho tolo dá tristeza à mãe.""
",58.91285089649852
